"","x"
"2603",5.258370869
"2604",10.34690754
"2605",12.14561201
"2606",6.52050366
"2607",7.929921491
"2608",11.5185803
"2609",7.28768918
"2610",8.53982801
"2611",7.768885041
"2612",9.155655865
"2613",8.468776935
"2614",7.499892755
"2615",9.06154854
"2616",10.27543507
"2617",11.22037062
"2618",8.940151268
"2619",7.691583852
"2620",8.392650911
"2621",11.90157933
"2622",10.73249581
"2623",11.54685152
"2624",11.72370858
"2625",10.1004618
"2626",10.99902697
"2627",6.299940056
"2628",9.742757895
"2629",5.122694612
"2630",8.116228802
"2631",12.3261421
"2632",9.846563119
"2633",9.233244549
"2634",10.08935365
"2635",13.34652911
"2636",8.540550244
"2637",9.410053502
"2638",7.72014978
"2639",7.694596536
"2640",6.568758813
"2641",10.05782316
"2642",3.963422551
"2643",14.55294541
"2644",9.119746871
"2645",11.61148504
"2646",11.76020279
"2647",8.165624486
"2648",8.313138216
"2649",8.049667164
"2650",13.88269094
"2651",11.76014426
"2652",10.11072081
"2653",10.9887048
"2654",6.614605744
"2655",7.980106532
"2656",8.165423013
"2657",7.217120994
"2658",7.806178239
"2659",14.48897231
"2660",7.829293087
"2661",8.571624831
"2662",8.137219542
"2663",6.351653777
"2664",6.222553632
"2665",7.164727818
"2666",7.757949635
"2667",10.08451745
"2668",8.987162365
"2669",11.69843025
"2670",8.209266961
"2671",11.70268557
"2672",11.0774759
"2673",9.421668695
"2674",11.09400435
"2675",14.64299809
"2676",12.31806096
"2677",8.241630135
"2678",8.213336181
"2679",8.391211068
"2680",11.56051979
"2681",10.70512549
"2682",6.226743679
"2683",9.562618324
"2684",9.099198811
"2685",7.423861189
"2686",12.0561181
"2687",10.58450697
"2688",11.3648223
"2689",9.814843258
"2690",7.419938177
"2691",8.006521587
"2692",6.420533413
"2693",9.128188604
"2694",7.168490135
"2695",8.633473117
"2696",9.373776341
"2697",8.13605997
"2698",6.710692963
"2699",10.95266741
"2700",10.80182379
"2701",9.941261726
"2702",9.783051155
"2703",11.52546898
"2704",8.812960196
"2705",9.555134756
"2706",9.680010308
"2707",9.514582766
"2708",7.151147754
"2709",11.43591293
"2710",10.78769004
"2711",9.633149519
"2712",9.051442336
"2713",8.549107118
"2714",8.670285624
"2715",8.764108006
"2716",8.921011392
"2717",7.394910501
"2718",11.8350705
"2719",8.92125544
"2720",9.138158153
"2721",11.91613278
"2722",9.610719515
"2723",9.366543349
"2724",10.71342292
"2725",10.78808414
"2726",8.76508162
"2727",12.69454331
"2728",9.044969156
"2729",10.30575383
"2730",11.68993936
"2731",6.870686608
"2732",7.793507227
"2733",11.13017029
"2734",7.960160322
"2735",11.36962061
"2736",11.58631231
"2737",3.611040565
"2738",10.83460029
"2739",10.54989033
"2740",11.43543944
"2741",6.952957031
"2742",8.50788812
"2743",11.2593619
"2744",7.589967335
"2745",8.331166892
"2746",8.903304526
"2747",9.974955973
"2748",9.631701487
"2749",7.967439789
"2750",8.218409163
"2751",11.74754371
"2752",11.93733887
"2753",7.280843512
"2754",8.831940084
"2755",8.883079244
"2756",7.548308525
"2757",8.778472435
"2758",5.580221426
"2759",7.686583789
"2760",7.692383594
"2761",7.923298024
"2762",9.071336548
"2763",7.441853648
"2764",8.592840672
"2765",7.865694346
"2766",9.556392087
"2767",8.219255833
"2768",8.721718678
"2769",9.292047337
"2770",9.247372957
"2771",7.665044611
"2772",9.019757658
"2773",11.01756458
"2774",6.204124001
"2775",10.59064748
"2776",9.505723075
"2777",10.73754989
"2778",9.437759585
"2779",10.62382203
"2780",12.26134163
"2781",12.47320186
"2782",9.651343437
"2783",6.619357075
"2784",9.017048646
"2785",11.14912707
"2786",7.036826713
"2787",11.19604265
"2788",8.254551094
"2789",11.29813449
"2790",8.10714588
"2791",8.494501589
"2792",8.986697182
"2793",9.150487766
"2794",9.537342292
"2795",12.90473801
"2796",8.184985781
"2797",8.448689892
"2798",8.753882773
"2799",4.756674273
"2800",12.10452995
"2801",8.894667611
"2802",10.72841441
"2803",8.254728246
"2804",7.904489952
"2805",10.14252718
"2806",9.82645881
"2807",9.22686444
"2808",10.42496012
"2809",5.879809314
"2810",12.55740268
"2811",8.466536764
"2812",9.396466718
"2813",9.889113239
"2814",6.65173322
"2815",10.90609521
"2816",10.63457437
"2817",11.03835299
"2818",10.26218937
"2819",8.711030793
"2820",8.217508327
"2821",13.45762183
"2822",10.98100811
"2823",9.723265677
"2824",12.66783436
"2825",8.123714737
"2826",6.304129433
"2827",8.182665397
"2828",8.495075023
"2829",8.594519902
"2830",10.36363704
"2831",9.689017762
"2832",11.57025365
"2833",12.15327883
"2834",9.636758017
"2835",12.8435803
"2836",12.51488674
"2837",9.325353099
"2838",7.255357015
"2839",10.66097551
"2840",12.11991631
"2841",7.699658397
"2842",6.200357346
"2843",11.38636977
"2844",8.115632088
"2845",12.14906536
"2846",11.11406946
"2847",10.53013755
"2848",12.01005204
"2849",10.20182373
"2850",7.128404913
"2851",10.99074297
"2852",10.2927752
"2853",9.472140739
"2854",10.73024668
"2855",9.039204384
"2856",11.17641889
"2857",7.439103842
"2858",11.43219586
"2859",8.173801878
"2860",9.735221821
"2861",8.675531877
"2862",12.06485422
"2863",9.188058357
"2864",10.40900927
"2865",11.34494489
"2866",8.787052355
"2867",9.184116628
"2868",7.253555072
"2869",11.996177
"2870",10.82593975
"2871",10.3525032
"2872",10.86626243
"2873",13.05801762
"2874",10.55433708
"2875",7.134026245
"2876",14.72679968
"2877",11.0754973
"2878",9.544987392
"2879",7.74359491
"2880",11.52597203
"2881",8.995662111
"2882",10.87288638
"2883",9.182422347
"2884",1.457441907
"2885",9.961389471
"2886",7.65116139
"2887",8.79987181
"2888",10.57160169
"2889",8.464275368
"2890",8.532885873
"2891",8.372340293
"2892",7.562488761
"2893",10.31840166
"2894",11.67898756
"2895",11.37399005
"2896",12.76307262
"2897",10.53632518
"2898",5.428583342
"2899",9.332053905
"2900",14.71521511
"2901",8.477334895
"2902",11.47692702
"2903",9.182886988
"2904",9.692170989
"2905",12.12076537
"2906",7.915065249
"2907",11.99696525
"2908",12.04830325
"2909",7.187750526
"2910",12.07547574
"2911",11.79493002
"2912",10.37453931
"2913",9.143944224
"2914",8.970321337
"2915",9.698007631
"2916",10.7935793
"2917",6.950582767
"2918",11.50053648
"2919",8.120186922
"2920",8.370561789
"2921",11.80848983
"2922",10.48672559
"2923",9.865016853
"2924",11.46596095
"2925",9.929842752
"2926",8.058344819
"2927",10.74695009
"2928",9.177611852
"2929",9.592535133
"2930",6.959422168
"2931",12.68617255
"2932",10.31119678
"2933",10.91246103
"2934",4.683644718
"2935",9.680604092
"2936",12.24873423
"2937",11.75403023
"2938",9.979986524
"2939",6.964828759
"2940",6.272942609
"2941",10.18965758
"2942",9.753541435
"2943",10.20735286
"2944",9.826434219
"2945",10.85961943
"2946",10.95183493
"2947",10.29339572
"2948",8.369544592
"2949",8.402236453
"2950",8.040140665
"2951",13.26343019
"2952",9.910979647
"2953",8.228923695
"2954",9.219668356
"2955",11.16842429
"2956",15.41960196
"2957",8.976132335
"2958",9.760686126
"2959",11.32482862
"2960",9.691854129
"2961",9.202266166
"2962",11.8960493
"2963",8.545275526
"2964",6.857537001
"2965",10.21268241
"2966",9.670547795
"2967",5.261075119
"2968",7.954194584
"2969",10.49417031
"2970",12.94086887
"2971",7.714676567
"2972",4.808823763
"2973",10.13619179
"2974",5.868969085
"2975",7.510527633
"2976",7.683397839
"2977",8.928002433
"2978",7.641105548
"2979",9.499577365
"2980",10.3177077
"2981",11.47462035
"2982",11.6388504
"2983",9.389999125
"2984",7.430233418
"2985",8.122206613
"2986",10.40183467
"2987",6.873228022
"2988",8.529992935
"2989",8.6445468
"2990",7.378647504
"2991",11.17198181
"2992",7.828632438
"2993",9.043285064
"2994",10.43065054
"2995",9.988662124
"2996",7.379972367
"2997",9.588704413
"2998",5.698658503
"2999",9.743887568
"3000",10.99270544
"3001",9.888318582
"3002",13.34310344
"3003",8.822942923
"3004",11.71565428
"3005",11.08363647
"3006",8.770498126
"3007",10.65551793
"3008",11.1607389
"3009",9.535896291
"3010",9.637751165
"3011",10.00036584
"3012",8.274713207
"3013",8.813410471
"3014",8.890389414
"3015",10.13196562
"3016",11.36313853
"3017",14.22784084
"3018",8.782125121
"3019",10.35291906
"3020",11.48338358
"3021",8.348113919
"3022",8.408399264
"3023",7.379047828
"3024",9.373871342
"3025",9.903535305
"3026",8.898789125
"3027",11.64233552
"3028",9.136205742
"3029",9.528854756
"3030",7.731811774
"3031",11.46951491
"3032",7.829184164
"3033",10.37349182
"3034",12.57320484
"3035",10.06992722
"3036",10.00304366
"3037",9.528671893
"3038",5.753274309
"3039",9.750818618
"3040",11.07665171
"3041",10.43279134
"3042",8.019906401
"3043",11.41235145
"3044",13.30368894
"3045",7.572147319
"3046",9.771681208
"3047",5.7190386
"3048",12.62856285
"3049",5.780678972
"3050",10.09724197
"3051",13.87332323
"3052",5.842041959
"3053",11.57224138
"3054",9.867711654
"3055",8.447248704
"3056",12.23466537
"3057",11.83617782
"3058",9.596141555
"3059",6.773614263
"3060",6.978498541
"3061",7.392569295
"3062",11.73111148
"3063",8.497981148
"3064",10.80109187
"3065",7.211564761
"3066",7.739171364
"3067",9.393286552
"3068",6.564351392
"3069",9.518732737
"3070",10.67779208
"3071",8.54470488
"3072",6.216511642
"3073",10.05753576
"3074",10.26484162
"3075",7.924190126
"3076",8.667451456
"3077",6.344375332
"3078",11.56768832
"3079",10.04296101
"3080",12.76541422
"3081",9.048255702
"3082",10.28790131
"3083",11.11486883
"3084",6.78946158
"3085",10.05575961
"3086",9.10542632
"3087",8.903465452
"3088",10.39319455
"3089",10.77400793
"3090",9.134821783
"3091",9.434084316
"3092",4.430565611
"3093",10.00085508
"3094",12.16228282
"3095",9.974709699
"3096",10.56339396
"3097",10.22355188
"3098",11.58848694
"3099",11.64080505
"3100",12.3707965
"3101",12.90632618
"3102",10.59644126
"3103",12.25261481
"3104",6.577686716
"3105",7.916337753
"3106",11.42324092
"3107",10.53707245
"3108",10.100166
"3109",9.276834324
"3110",8.686083262
"3111",7.367097362
"3112",9.027138554
"3113",8.057620578
"3114",12.61241337
"3115",11.06005909
"3116",11.1406279
"3117",10.74805204
"3118",7.979751485
"3119",9.501068706
"3120",7.925040497
"3121",5.463667493
"3122",10.09308804
"3123",12.65990373
"3124",9.861644904
"3125",8.743408842
"3126",4.751766117
"3127",7.519405966
"3128",12.5690451
"3129",7.53254166
"3130",8.98273723
"3131",7.86399646
"3132",7.954669984
"3133",10.51647179
"3134",6.774604836
"3135",9.648571216
"3136",8.63841547
"3137",12.27412148
"3138",8.911409981
"3139",10.64658199
"3140",10.86541409
"3141",11.98015013
"3142",6.467430799
"3143",11.39514058
"3144",10.26793225
"3145",9.796352507
"3146",8.784629627
"3147",12.19914493
"3148",8.471268154
"3149",12.1098711
"3150",12.22465066
"3151",11.11389957
"3152",9.099667037
"3153",10.18353014
"3154",9.613331762
"3155",9.952022566
"3156",7.282074466
"3157",8.593197464
"3158",12.07859967
"3159",10.12306391
"3160",5.799609196
"3161",7.856466797
"3162",11.81973186
"3163",9.943570166
"3164",14.0478019
"3165",9.50412288
"3166",7.723066679
"3167",10.01028024
"3168",11.44388129
"3169",12.47604611
"3170",6.563623795
"3171",4.908854191
"3172",11.56111991
"3173",11.51113356
"3174",10.71279783
"3175",12.91234978
"3176",10.02993671
"3177",10.19953555
"3178",10.36839463
"3179",8.902705059
"3180",7.290258248
"3181",9.48308822
"3182",7.72184042
"3183",9.897244178
"3184",8.575154644
"3185",12.15308979
"3186",8.46232191
"3187",10.55652375
"3188",9.080245923
"3189",9.233838498
"3190",7.856331687
"3191",6.37985659
"3192",12.41552279
"3193",11.89218616
"3194",9.08434561
"3195",9.134300437
"3196",10.77446989
"3197",11.00508674
"3198",13.44558282
"3199",11.39521062
"3200",11.59802549
"3201",10.64922956
"3202",8.788794045
"3203",9.68601472
"3204",10.68427956
"3205",11.39311316
"3206",5.132411202
"3207",9.74245732
"3208",11.05120458
"3209",11.26871923
"3210",7.942508182
"3211",13.49893433
"3212",8.309713812
"3213",7.914821748
"3214",8.136871743
"3215",8.52651644
"3216",9.589300804
"3217",9.383862873
"3218",9.972849426
"3219",9.741694278
"3220",10.43133487
"3221",8.255055188
"3222",10.41337906
"3223",9.871814205
"3224",11.08111625
"3225",11.92473791
"3226",11.96038227
"3227",8.968819424
"3228",8.904400734
"3229",10.12919675
"3230",9.567001186
"3231",10.99145948
"3232",8.041693507
"3233",10.25197095
"3234",9.685416904
"3235",9.163683033
"3236",10.62142115
"3237",6.005362422
"3238",8.17240776
"3239",6.217688546
"3240",7.861296485
"3241",11.37557913
"3242",7.281407582
"3243",9.799354726
"3244",12.39832188
"3245",10.52853185
"3246",9.030356577
"3247",10.088941
"3248",7.901869944
"3249",8.243687289
"3250",10.17140057
"3251",8.195903359
"3252",9.138029028
"3253",11.13596786
"3254",9.172324252
"3255",5.635583091
"3256",7.630515286
"3257",9.594858403
"3258",10.15636257
"3259",10.45147315
"3260",10.86282742
"3261",11.40020735
"3262",9.43461534
"3263",8.059912202
"3264",7.501737577
"3265",9.039549582
"3266",10.63397038
"3267",7.475904081
"3268",8.208728137
"3269",6.895732556
"3270",7.783094139
"3271",10.12159482
"3272",9.588619984
"3273",9.530088475
"3274",8.524608046
"3275",7.778770863
"3276",11.67311959
"3277",9.476796518
"3278",9.203411294
"3279",13.82352435
"3280",5.435999729
"3281",5.938692595
"3282",7.187697216
"3283",10.81799202
"3284",9.7868423
"3285",3.925167833
"3286",9.964281494
"3287",9.104024208
"3288",10.52783471
"3289",8.123317419
"3290",9.207678115
"3291",9.972616834
"3292",8.645169432
"3293",8.126886956
"3294",9.359764031
"3295",11.71404151
"3296",10.01135598
"3297",10.1037164
"3298",8.819254126
"3299",5.738552224
"3300",7.752297105
"3301",8.509112269
"3302",7.147512657
"3303",9.594095154
"3304",7.741829261
"3305",7.331490869
"3306",12.57141357
"3307",6.067617897
"3308",11.9827517
"3309",9.664600371
"3310",8.759953283
"3311",9.310585702
"3312",8.496173267
"3313",10.95725036
"3314",8.709083136
"3315",5.793648807
"3316",12.85403087
"3317",10.4658705
"3318",10.72170307
"3319",8.538947356
"3320",9.44447086
"3321",7.576034856
"3322",8.911981058
"3323",10.29875329
"3324",10.32777831
"3325",13.36247441
"3326",8.79370911
"3327",9.585625794
"3328",10.41765429
"3329",13.3040789
"3330",11.00114501
"3331",9.913516675
"3332",10.60040694
"3333",6.012217287
"3334",8.943577194
"3335",6.479549219
"3336",10.77724588
"3337",9.894454814
"3338",8.138636235
"3339",7.141646049
"3340",9.590916059
"3341",10.30576571
"3342",11.52074714
"3343",9.733513038
"3344",8.824303944
"3345",9.433812298
"3346",7.023195805
"3347",8.004409567
"3348",11.23735621
"3349",7.855510963
"3350",11.5221106
"3351",8.680769211
"3352",10.51199095
"3353",8.036539225
"3354",7.416578743
"3355",10.20581378
"3356",8.873186729
"3357",10.54703594
"3358",12.21631151
"3359",8.488648004
"3360",10.87295096
"3361",8.242488698
"3362",9.971750984
"3363",8.61908236
"3364",8.58107415
"3365",12.82978449
"3366",10.2573026
"3367",11.60986665
"3368",5.814263438
"3369",8.700498979
"3370",9.8495487
"3371",6.093871655
"3372",10.82219689
"3373",11.04065729
"3374",8.977180562
"3375",10.1277721
"3376",8.371633263
"3377",11.43279052
"3378",6.504312158
"3379",8.072700191
"3380",11.45030724
"3381",6.106785571
"3382",6.490909239
"3383",14.7989642
"3384",9.973208471
"3385",8.022074674
"3386",10.51301857
"3387",10.69634551
"3388",9.171515271
"3389",9.29056062
"3390",10.58966786
"3391",7.449051799
"3392",6.217539696
"3393",8.988813927
"3394",8.483817175
"3395",9.023801729
"3396",9.146736252
"3397",10.68612963
"3398",8.818676642
"3399",13.28593853
"3400",8.178993679
"3401",8.139932207
"3402",11.04913447
"3403",9.367477509
"3404",11.98783095
"3405",12.2202369
"3406",9.165731007
"3407",9.567312068
"3408",9.639806618
"3409",8.148737785
"3410",11.18950991
"3411",9.495618193
"3412",11.17896629
"3413",8.715156752
"3414",12.68796564
"3415",6.319258285
"3416",5.863949206
"3417",11.99526236
"3418",7.711108132
"3419",12.39308549
"3420",12.11848474
"3421",8.813783325
"3422",9.790681515
"3423",10.88938252
"3424",8.531976396
"3425",10.4765855
"3426",8.751873462
"3427",5.668412491
"3428",14.31822529
"3429",9.144650048
"3430",9.235038902
"3431",10.62770747
"3432",12.22827388
"3433",9.803007986
"3434",8.851836202
"3435",8.488807536
"3436",4.67689176
"3437",9.930799017
"3438",6.25483847
"3439",9.178255223
"3440",10.97229053
"3441",8.104726629
"3442",6.085448691
"3443",10.1519734
"3444",8.740732602
"3445",6.293348866
"3446",9.986127192
"3447",8.152313166
"3448",7.448681835
"3449",10.76184512
"3450",11.0658652
"3451",8.701093343
"3452",10.33054968
"3453",7.956557411
"3454",10.31982325
"3455",11.22532644
"3456",8.674730297
"3457",7.182186967
"3458",7.609867282
"3459",6.870550961
"3460",9.485339711
"3461",10.61159979
"3462",11.99410802
"3463",7.375937561
"3464",11.14750106
"3465",11.22673359
"3466",6.102271069
"3467",7.993165689
"3468",8.076519719
"3469",11.2409236
"3470",8.84696591
"3471",8.407171216
"3472",7.040047144
"3473",11.96676631
"3474",9.579838739
"3475",12.40664271
"3476",12.10411254
"3477",10.22157841
"3478",10.26460504
"3479",4.752236909
"3480",10.85636502
"3481",10.65080402
"3482",11.93984972
"3483",7.101576933
"3484",8.644581775
"3485",9.942252275
"3486",11.96346566
"3487",5.933191619
"3488",9.256447121
"3489",9.799737874
"3490",9.358560716
"3491",7.21374904
"3492",10.94029051
"3493",9.978776591
"3494",10.41642504
"3495",10.09153449
"3496",8.372454974
"3497",6.412628126
"3498",6.453867393
"3499",8.780317741
"3500",7.307485322
"3501",10.40336131
"3502",11.2786255
"3503",10.25892937
"3504",10.93426342
"3505",9.504080646
"3506",6.378758053
"3507",13.02548138
"3508",10.08067328
"3509",9.799927314
"3510",9.631602228
"3511",11.13897948
"3512",9.633682965
"3513",10.52976898
"3514",7.081879523
"3515",7.057694314
"3516",11.63943318
"3517",5.767344065
"3518",10.83807743
"3519",9.480334986
"3520",10.94806903
"3521",11.41845521
"3522",10.8851359
"3523",8.766982017
"3524",7.638876105
"3525",10.78838047
"3526",11.38951308
"3527",10.48526247
"3528",7.918650581
"3529",7.909956284
"3530",8.067157733
"3531",11.50355748
"3532",9.566154877
"3533",11.3961232
"3534",12.54099962
"3535",10.5806581
"3536",6.47200336
"3537",6.56981369
"3538",8.397628719
"3539",7.276035316
"3540",10.06947487
"3541",7.443032706
"3542",7.962193534
"3543",7.886554258
"3544",8.093137958
"3545",10.64068028
"3546",7.223765486
"3547",11.43091369
"3548",11.08428545
"3549",7.34862793
"3550",7.170730213
"3551",5.66044426
"3552",8.267041193
"3553",8.499664391
"3554",9.561360374
"3555",10.89149437
"3556",8.041415724
"3557",11.18237149
"3558",8.46305917
"3559",9.925932076
"3560",10.97085949
"3561",10.53426687
"3562",9.343614152
"3563",14.04238793
"3564",7.451315816
"3565",9.776301279
"3566",9.97541065
"3567",9.45412177
"3568",11.82739803
"3569",8.853736421
"3570",8.128355867
"3571",12.02585858
"3572",12.06020403
"3573",10.09250279
"3574",8.721408554
"3575",7.568950642
"3576",7.307524707
"3577",13.20722389
"3578",11.18765983
"3579",9.326574634
"3580",11.38818615
"3581",4.873902534
"3582",10.6190606
"3583",10.4934786
"3584",9.881088579
"3585",9.958539606
"3586",7.018636007
"3587",11.26246095
"3588",7.488710537
"3589",7.488089718
"3590",11.66462458
"3591",9.076577675
"3592",7.519039422
"3593",9.468558638
"3594",8.357283794
"3595",6.602633349
"3596",9.705642722
"3597",12.82856404
"3598",10.72731757
"3599",7.600607353
"3600",10.63136523
"3601",10.6820785
"3602",10.81061223
"3603",5.898744987
"3604",11.61752021
"3605",6.992929514
"3606",8.769511658
"3607",7.586501116
"3608",8.77028856
"3609",7.029421426
"3610",11.04333357
"3611",12.67724796
"3612",8.720586366
"3613",9.701629306
"3614",7.691480178
"3615",8.064650257
"3616",8.645175512
"3617",9.195441161
"3618",10.75451869
"3619",10.2369997
"3620",9.144809412
"3621",11.39875931
"3622",12.77978954
"3623",10.56813087
"3624",5.32545018
"3625",8.309628083
"3626",8.123030131
"3627",10.22193209
"3628",10.65312633
"3629",6.680345757
"3630",11.04311231
"3631",9.722102815
"3632",9.61037202
"3633",10.48335113
"3634",4.647055809
"3635",4.974253227
"3636",10.97059178
"3637",7.384127021
"3638",9.648447172
"3639",9.619129335
"3640",13.57290182
"3641",11.5973846
"3642",10.83154135
"3643",6.971457392
"3644",11.89816706
"3645",13.67568203
"3646",10.11572699
"3647",7.943075737
"3648",9.416927324
"3649",10.50646362
"3650",7.530168639
"3651",10.97232089
"3652",4.946435821
"3653",11.63875891
"3654",12.86340398
"3655",4.987023034
"3656",8.376729677
"3657",7.829913934
"3658",12.09575661
"3659",11.90079621
"3660",9.404474341
"3661",9.144313274
"3662",5.527539368
"3663",11.62847457
"3664",10.83269317
"3665",9.291624318
"3666",12.87480249
"3667",11.60308698
"3668",7.224462337
"3669",11.55466454
"3670",7.576261915
"3671",10.09627371
"3672",10.64232215
"3673",9.818113643
"3674",10.08230072
"3675",10.28179468
"3676",9.685462721
"3677",6.238659322
"3678",7.398998134
"3679",10.25741914
"3680",9.297760263
"3681",7.349395872
"3682",8.070447067
"3683",10.74292407
"3684",11.49845991
"3685",9.706312301
"3686",8.912015026
"3687",8.105801032
"3688",11.12023994
"3689",12.39844741
"3690",6.680636426
"3691",9.990720836
"3692",8.119143599
"3693",11.60868102
"3694",10.84702172
"3695",10.93090931
"3696",9.529391709
"3697",9.567549935
"3698",9.052565271
"3699",9.529169679
"3700",7.20400743
"3701",8.054035382
"3702",11.62010915
"3703",7.737944572
"3704",10.54499022
"3705",9.243599712
"3706",11.33641981
"3707",10.28483971
"3708",7.542960016
"3709",9.318788209
"3710",10.94316763
"3711",3.790763478
"3712",9.784276564
"3713",7.999570594
"3714",12.21925781
"3715",7.734206851
"3716",12.41682597
"3717",7.394813596
"3718",5.326853316
"3719",11.23562797
"3720",8.373838343
"3721",9.097662716
"3722",9.943362082
"3723",10.01518962
"3724",8.285385324
"3725",7.804694671
"3726",10.6393488
"3727",9.52659735
"3728",7.938009354
"3729",7.653046877
"3730",8.902127815
"3731",8.793188199
"3732",6.696883635
"3733",11.8044846
"3734",9.623669731
"3735",10.98133693
"3736",11.53749487
"3737",10.69934701
"3738",8.324561558
"3739",8.181465463
"3740",9.996193228
"3741",3.794461066
"3742",9.68271696
"3743",7.534679333
"3744",7.240971897
"3745",11.43167754
"3746",12.48932565
"3747",13.79938328
"3748",12.23097227
"3749",12.11197649
"3750",10.08364059
"3751",11.64197409
"3752",10.67499058
"3753",11.48870942
"3754",10.32741026
"3755",8.136781007
"3756",10.16337946
"3757",11.52880802
"3758",8.120707301
"3759",8.027514602
"3760",7.993593294
"3761",9.937992982
"3762",10.39626363
"3763",9.609837103
"3764",8.347055421
"3765",8.769686777
"3766",4.515329684
"3767",10.76513467
"3768",12.8584006
"3769",11.08868251
"3770",10.41994106
"3771",8.53127391
"3772",7.569134006
"3773",11.47488954
"3774",7.913821646
"3775",9.32537528
"3776",11.54835923
"3777",12.64816597
"3778",16.19631629
"3779",8.492748725
"3780",6.996744065
"3781",10.74647705
"3782",7.510149626
"3783",9.86115123
"3784",9.127120164
"3785",7.129735414
"3786",10.47389782
"3787",9.969537946
"3788",7.457707075
"3789",10.56025831
"3790",9.006320189
"3791",9.921199706
"3792",7.99752826
"3793",9.629815939
"3794",9.679870088
"3795",6.64178206
"3796",8.74164652
"3797",3.83072836
"3798",7.106064689
"3799",7.40021954
"3800",8.721326378
"3801",9.613227315
"3802",10.14681517
"3803",8.005687808
"3804",10.25820067
"3805",7.483688765
"3806",6.879856873
"3807",10.1506105
"3808",10.51203843
"3809",8.97623792
"3810",8.397430554
"3811",9.337390093
"3812",6.853251008
"3813",8.767417575
"3814",7.982379886
"3815",9.25246921
"3816",9.675158506
"3817",9.271825453
"3818",10.78662735
"3819",10.18633057
"3820",9.840558358
"3821",3.955658058
"3822",10.30819615
"3823",12.43963116
"3824",10.47497056
"3825",13.06985497
"3826",11.30902619
"3827",8.739431346
"3828",4.851770207
"3829",8.812767249
"3830",7.241544083
"3831",7.08086314
"3832",11.96547774
"3833",6.969071453
"3834",12.0510704
"3835",6.967040723
"3836",12.17969197
"3837",7.576469767
"3838",6.752723899
"3839",7.54236388
"3840",13.47269941
"3841",8.863833872
"3842",11.47652942
"3843",10.21112204
"3844",6.758091902
"3845",9.940328963
"3846",5.967123952
"3847",8.325850976
"3848",10.06855359
"3849",9.208211451
"3850",5.950519098
"3851",5.591929254
"3852",12.9620184
"3853",7.372005734
"3854",11.86236042
"3855",8.511443754
"3856",13.31803534
"3857",6.98361459
"3858",9.328511182
"3859",11.90698726
"3860",11.90712919
"3861",6.32691043
"3862",9.727016917
"3863",6.825810864
"3864",10.4610562
"3865",9.00216265
"3866",8.285972381
"3867",10.22937417
"3868",8.077042425
"3869",8.961211042
"3870",11.5380742
"3871",8.637125516
"3872",9.900859631
"3873",5.288532814
"3874",5.598038036
"3875",5.168906404
"3876",12.71986743
"3877",11.28375342
"3878",9.77472704
"3879",11.24380875
"3880",9.961492755
"3881",4.388562086
"3882",9.032925282
"3883",6.446250993
"3884",10.56128313
"3885",10.09825724
"3886",9.372996415
"3887",11.98326108
"3888",7.47966871
"3889",11.89379252
"3890",10.32385359
"3891",11.95318824
"3892",9.80369872
"3893",9.596912086
"3894",8.297052366
"3895",8.819717454
"3896",10.97811594
"3897",12.93032594
"3898",9.735315274
"3899",9.322936137
"3900",10.82554297
"3901",10.42506728
"3902",8.290934511
"3903",9.126921663
"3904",9.020406621
"3905",8.826028999
"3906",9.744566327
"3907",11.61978644
"3908",10.66445287
"3909",7.548230986
"3910",10.64876252
"3911",11.20031016
"3912",7.696574387
"3913",7.68062622
"3914",9.390216275
"3915",10.81800072
"3916",7.060117429
"3917",10.26561338
"3918",9.070912135
"3919",11.05892976
"3920",8.905172132
"3921",8.730905088
"3922",5.013302273
"3923",9.717167085
"3924",8.048520582
"3925",7.445660316
"3926",6.732917188
"3927",8.961621333
"3928",9.819732542
"3929",5.808045699
"3930",10.81221449
"3931",8.8655054
"3932",6.471114038
"3933",9.994213577
"3934",10.8891671
"3935",7.323705458
"3936",6.02636384
"3937",9.652684356
"3938",7.567266161
"3939",8.427647878
"3940",10.23253735
"3941",7.37436381
"3942",7.066586381
"3943",6.321344508
"3944",10.1436534
"3945",9.018274167
"3946",7.475898181
"3947",10.51576792
"3948",10.06203553
"3949",7.665794926
"3950",7.937091562
"3951",8.125721596
"3952",8.320605757
"3953",10.74359571
"3954",3.789863712
"3955",11.77839029
"3956",9.062677148
"3957",7.864463564
"3958",9.818297206
"3959",9.582895811
"3960",11.22898164
"3961",10.80717252
"3962",12.61534996
"3963",10.49657033
"3964",10.40660755
"3965",12.42587326
"3966",7.200943391
"3967",9.765251579
"3968",8.794287432
"3969",8.537178406
"3970",8.136773729
"3971",8.698610289
"3972",7.103922507
"3973",8.155683281
"3974",10.76014842
"3975",7.479059633
"3976",8.505333556
"3977",8.482232258
"3978",10.64903364
"3979",12.03119033
"3980",10.81168413
"3981",10.19549895
"3982",13.64962405
"3983",8.051676437
"3984",10.27680623
"3985",8.799334666
"3986",3.409020988
"3987",9.864740775
"3988",11.65410865
"3989",8.012521642
"3990",11.46720586
"3991",10.24826827
"3992",9.196884186
"3993",9.996006489
"3994",9.402600456
"3995",12.24774845
"3996",10.81139676
"3997",9.795760318
"3998",5.062518431
"3999",7.27940712
"4000",8.911990383
"4001",9.088545045
